week,metric_name,value
28,Deployment Frequency,4.05
29,Deployment Frequency,3.89
30,Deployment Frequency,3.98
31,Deployment Frequency,4.37
32,Deployment Frequency,4.78
33,Deployment Frequency,4.06
34,Deployment Frequency,4.95
35,Deployment Frequency,4.25
36,Deployment Frequency,4.28
37,Deployment Frequency,5.31
38,Deployment Frequency,5.76
39,Deployment Frequency,4.41
40,Deployment Frequency,5.01
41,Deployment Frequency,4.94
42,Deployment Frequency,5.82
43,Deployment Frequency,4.53
44,Deployment Frequency,5.41
45,Deployment Frequency,5.82
46,Deployment Frequency,5.25
47,Deployment Frequency,6.12
48,Deployment Frequency,5.03
49,Deployment Frequency,4.95
50,Deployment Frequency,6.89
51,Deployment Frequency,6.26
52,Deployment Frequency,7.02
53,Deployment Frequency,6.92
54,Deployment Frequency,5.89
55,Deployment Frequency,5.0
56,Deployment Frequency,5.32
57,Deployment Frequency,5.09
58,Deployment Frequency,5.44
59,Deployment Frequency,5.89
60,Deployment Frequency,6.36
61,Deployment Frequency,7.69
62,Deployment Frequency,5.79
63,Deployment Frequency,6.25
64,Deployment Frequency,5.46
65,Deployment Frequency,7.92
66,Deployment Frequency,5.51
67,Deployment Frequency,7.11
68,Deployment Frequency,6.42
69,Deployment Frequency,6.12
70,Deployment Frequency,7.48
71,Deployment Frequency,6.49
72,Deployment Frequency,8.41
73,Deployment Frequency,7.07
74,Deployment Frequency,8.0
75,Deployment Frequency,6.72
76,Deployment Frequency,8.3
77,Deployment Frequency,6.45
78,Deployment Frequency,6.4
79,Deployment Frequency,6.53
80,Deployment Frequency,8.53
81,Deployment Frequency,7.21
82,Deployment Frequency,7.9
83,Deployment Frequency,7.77
84,Deployment Frequency,8.63
85,Deployment Frequency,6.72
86,Deployment Frequency,8.3
87,Deployment Frequency,7.53
88,Deployment Frequency,9.43
89,Deployment Frequency,8.53
90,Deployment Frequency,8.28
91,Deployment Frequency,9.53
92,Deployment Frequency,8.47
93,Deployment Frequency,9.83
94,Deployment Frequency,6.9
95,Deployment Frequency,8.59
96,Deployment Frequency,9.75
97,Deployment Frequency,7.57
98,Deployment Frequency,7.41
99,Deployment Frequency,7.98
100,Deployment Frequency,7.17
101,Deployment Frequency,8.05
102,Deployment Frequency,9.14
103,Deployment Frequency,8.92
104,Deployment Frequency,7.75
105,Deployment Frequency,7.69
106,Deployment Frequency,9.37
107,Deployment Frequency,7.85
108,Deployment Frequency,7.4
109,Deployment Frequency,10.85
110,Deployment Frequency,8.78
111,Deployment Frequency,10.74
112,Deployment Frequency,7.96
113,Deployment Frequency,8.41
114,Deployment Frequency,8.39
115,Deployment Frequency,9.82
116,Deployment Frequency,9.23
117,Deployment Frequency,8.04
118,Deployment Frequency,11.59
119,Deployment Frequency,9.95
120,Deployment Frequency,9.58
121,Deployment Frequency,9.41
122,Deployment Frequency,10.87
123,Deployment Frequency,9.35
124,Deployment Frequency,11.4
125,Deployment Frequency,10.84
126,Deployment Frequency,11.64
127,Deployment Frequency,11.76
128,Deployment Frequency,11.46
129,Deployment Frequency,12.29
130,Deployment Frequency,10.91
131,Deployment Frequency,11.26
132,Deployment Frequency,9.03
133,Deployment Frequency,10.96
134,Deployment Frequency,11.64
135,Deployment Frequency,12.14
136,Deployment Frequency,9.22
137,Deployment Frequency,10.73
138,Deployment Frequency,12.44
139,Deployment Frequency,11.05
140,Deployment Frequency,12.22
141,Deployment Frequency,13.23
142,Deployment Frequency,11.85
143,Deployment Frequency,12.97
144,Deployment Frequency,10.1
145,Deployment Frequency,9.7
146,Deployment Frequency,9.2
147,Deployment Frequency,13.66
148,Deployment Frequency,10.31
149,Deployment Frequency,13.09
150,Deployment Frequency,10.34
151,Deployment Frequency,10.86
152,Deployment Frequency,11.81
153,Deployment Frequency,9.51
154,Deployment Frequency,12.34
155,Deployment Frequency,10.92
156,Deployment Frequency,11.53
1,Bug Resolution Time (avg),9.57
2,Bug Resolution Time (avg),9.09
3,Bug Resolution Time (avg),7.27
4,Bug Resolution Time (avg),8.42
5,Bug Resolution Time (avg),7.38
6,Bug Resolution Time (avg),8.0
7,Bug Resolution Time (avg),8.78
8,Bug Resolution Time (avg),8.68
9,Bug Resolution Time (avg),7.3
10,Bug Resolution Time (avg),6.95
11,Bug Resolution Time (avg),8.01
12,Bug Resolution Time (avg),8.09
13,Bug Resolution Time (avg),7.83
14,Bug Resolution Time (avg),8.51
15,Bug Resolution Time (avg),7.23
16,Bug Resolution Time (avg),6.98
17,Bug Resolution Time (avg),8.29
18,Bug Resolution Time (avg),7.87
19,Bug Resolution Time (avg),8.48
20,Bug Resolution Time (avg),8.69
21,Bug Resolution Time (avg),8.45
22,Bug Resolution Time (avg),6.91
23,Bug Resolution Time (avg),7.89
24,Bug Resolution Time (avg),6.55
25,Bug Resolution Time (avg),7.67
26,Bug Resolution Time (avg),7.6
27,Bug Resolution Time (avg),6.84
28,Bug Resolution Time (avg),6.7
29,Bug Resolution Time (avg),7.66
30,Bug Resolution Time (avg),7.65
31,Bug Resolution Time (avg),7.97
32,Bug Resolution Time (avg),7.58
33,Bug Resolution Time (avg),6.82
34,Bug Resolution Time (avg),7.89
35,Bug Resolution Time (avg),7.0
36,Bug Resolution Time (avg),7.4
37,Bug Resolution Time (avg),7.58
38,Bug Resolution Time (avg),7.42
39,Bug Resolution Time (avg),7.82
40,Bug Resolution Time (avg),6.12
41,Bug Resolution Time (avg),7.17
42,Bug Resolution Time (avg),6.52
43,Bug Resolution Time (avg),6.35
44,Bug Resolution Time (avg),6.74
45,Bug Resolution Time (avg),6.19
46,Bug Resolution Time (avg),5.85
47,Bug Resolution Time (avg),7.26
48,Bug Resolution Time (avg),7.13
49,Bug Resolution Time (avg),7.35
50,Bug Resolution Time (avg),6.76
51,Bug Resolution Time (avg),5.86
52,Bug Resolution Time (avg),7.15
53,Bug Resolution Time (avg),6.42
54,Bug Resolution Time (avg),6.64
55,Bug Resolution Time (avg),6.05
56,Bug Resolution Time (avg),5.58
57,Bug Resolution Time (avg),6.38
58,Bug Resolution Time (avg),6.97
59,Bug Resolution Time (avg),5.83
60,Bug Resolution Time (avg),6.08
61,Bug Resolution Time (avg),5.27
62,Bug Resolution Time (avg),5.98
63,Bug Resolution Time (avg),5.21
64,Bug Resolution Time (avg),5.53
65,Bug Resolution Time (avg),5.32
66,Bug Resolution Time (avg),5.71
67,Bug Resolution Time (avg),5.47
68,Bug Resolution Time (avg),4.94
69,Bug Resolution Time (avg),6.48
70,Bug Resolution Time (avg),5.04
71,Bug Resolution Time (avg),6.14
72,Bug Resolution Time (avg),5.83
73,Bug Resolution Time (avg),5.11
74,Bug Resolution Time (avg),5.95
75,Bug Resolution Time (avg),5.22
76,Bug Resolution Time (avg),5.37
77,Bug Resolution Time (avg),5.73
78,Bug Resolution Time (avg),6.02
79,Bug Resolution Time (avg),4.83
80,Bug Resolution Time (avg),5.8
81,Bug Resolution Time (avg),5.03
82,Bug Resolution Time (avg),5.6
83,Bug Resolution Time (avg),4.63
84,Bug Resolution Time (avg),4.75
85,Bug Resolution Time (avg),5.58
86,Bug Resolution Time (avg),5.3
87,Bug Resolution Time (avg),4.66
88,Bug Resolution Time (avg),4.91
89,Bug Resolution Time (avg),4.76
90,Bug Resolution Time (avg),5.38
91,Bug Resolution Time (avg),5.18
92,Bug Resolution Time (avg),4.19
93,Bug Resolution Time (avg),4.73
94,Bug Resolution Time (avg),4.57
95,Bug Resolution Time (avg),4.1
96,Bug Resolution Time (avg),5.0
97,Bug Resolution Time (avg),4.15
98,Bug Resolution Time (avg),4.9
99,Bug Resolution Time (avg),4.41
100,Bug Resolution Time (avg),5.12
101,Bug Resolution Time (avg),3.92
102,Bug Resolution Time (avg),4.87
103,Bug Resolution Time (avg),4.43
104,Bug Resolution Time (avg),4.53
105,Bug Resolution Time (avg),3.99
106,Bug Resolution Time (avg),4.11
107,Bug Resolution Time (avg),4.38
108,Bug Resolution Time (avg),3.63
109,Bug Resolution Time (avg),4.67
110,Bug Resolution Time (avg),4.1
111,Bug Resolution Time (avg),3.98
112,Bug Resolution Time (avg),4.11
113,Bug Resolution Time (avg),3.74
114,Bug Resolution Time (avg),4.21
115,Bug Resolution Time (avg),4.52
116,Bug Resolution Time (avg),3.75
117,Bug Resolution Time (avg),3.46
118,Bug Resolution Time (avg),3.44
119,Bug Resolution Time (avg),4.27
120,Bug Resolution Time (avg),3.66
121,Bug Resolution Time (avg),3.54
122,Bug Resolution Time (avg),4.17
123,Bug Resolution Time (avg),3.72
124,Bug Resolution Time (avg),3.87
125,Bug Resolution Time (avg),3.49
126,Bug Resolution Time (avg),3.88
127,Bug Resolution Time (avg),3.7
128,Bug Resolution Time (avg),3.37
129,Bug Resolution Time (avg),3.11
130,Bug Resolution Time (avg),3.41
131,Bug Resolution Time (avg),3.0
132,Bug Resolution Time (avg),2.82
133,Bug Resolution Time (avg),3.32
134,Bug Resolution Time (avg),3.09
135,Bug Resolution Time (avg),3.05
136,Bug Resolution Time (avg),2.82
137,Bug Resolution Time (avg),2.85
138,Bug Resolution Time (avg),2.95
139,Bug Resolution Time (avg),3.08
140,Bug Resolution Time (avg),3.05
141,Bug Resolution Time (avg),2.69
142,Bug Resolution Time (avg),3.02
143,Bug Resolution Time (avg),2.63
144,Bug Resolution Time (avg),2.48
145,Bug Resolution Time (avg),3.02
146,Bug Resolution Time (avg),2.46
147,Bug Resolution Time (avg),2.81
148,Bug Resolution Time (avg),2.97
149,Bug Resolution Time (avg),2.33
150,Bug Resolution Time (avg),2.65
151,Bug Resolution Time (avg),2.61
152,Bug Resolution Time (avg),2.79
153,Bug Resolution Time (avg),2.23
154,Bug Resolution Time (avg),2.44
155,Bug Resolution Time (avg),2.41
156,Bug Resolution Time (avg),2.48
